1	1	46.1	46.7
1	1	41.0	40.0
1	1	40.5	28.0
1	1	42.0	13.0
1	1	60.0	5.0
1	1	80.0	6.5
1	1	86.0	10.307
1	2	86.0	-11.5
1	2	80.0	-5.0
1	2	75.0	-6.0
1	2	74.0	-10.0
1	3	71.0	-10.73
1	3	70.0	-7.0
1	3	60.0	-6.0
1	3	46.0	-13.0
1	3	42.0	-20.0
1	3	36.0	-26.0
1	3	28.0	-27.0
1	3	25.25	-28.0
2	1	83.2	11.91
2	1	67.2	12.5
2	1	60.0	13.5
2	1	53.0	19.0
2	1	50.0	24.0
2	1	48.5	35.0
2	1	47.3	47.2
